#Gen	m	ibd	hibd	ko	ke	s2	thke	Nke	Nbke	lethal	hoDel	he	hoDom	Nobs
290	1	0.006	0.0325	133	59.9682	147.921	58.9682	122845	22834.8	1	0	0	2000	10000
291	0	0.0105	0.037	113	49.6081	158.475	48.6081	101263	20165.9	1	0	18	1982	10000
291	1	0.006	0.029	132	61.2009	158.475	60.2009	125413	24975.4	1	0	0	2000	10000
292	0	0.0105	0.043	118	50.5315	138.519	49.5315	103186	17961.4	4	0	18	1982	10000
292	1	0.008	0.0355	134	62.3971	138.519	61.3971	127905	22264.2	4	0	0	2000	10000
293	0	0.011	0.042	113	51.162	134.591	50.162	104500	17674.3	0	0	18	1982	10000
293	1	0.0095	0.031	132	64.4257	134.591	63.4257	132131	22347.6	0	0	0	2000	10000
294	0	0.011	0.0425	113	52.3804	125.285	51.3804	107038	16851.8	2	0	19	1981	10000
294	1	0.013	0.0335	134	63.1542	125.285	62.1542	129482	20385.4	2	0	0	2000	10000
295	0	0.011	0.0455	114	51.4658	150.599	50.4658	105133	19896.2	2	0	32	1968	10000
295	1	0.011	0.037	133	65.075	150.599	64.075	133484	25261.6	2	0	0	2000	10000
296	0	0.0105	0.0495	111	52.4869	143.576	51.4869	107260	19352.1	1	0	37	1963	10000
296	1	0.0125	0.0325	128	64.5604	143.576	63.5604	132412	23890	1	0	0	2000	10000
297	0	0.008	0.0335	112	54.6609	142.282	53.6609	111789	19987.4	2	0	41	1959	10000
297	1	0.0105	0.0385	129	64.7249	142.282	63.7249	132755	23736.1	2	0	0	2000	10000
298	0	0.0065	0.0335	112	53.7859	136.672	52.7859	109966	18886.4	0	0	40	1960	10000
298	1	0.0065	0.0355	134	66.0246	136.672	65.0246	135462	23265.3	0	0	0	2000	10000
299	0	0.01	0.034	115	54.5193	127.858	53.5193	111494	17913.9	2	1	37	1962	10000
299	1	0.0055	0.032	133	65.3947	127.858	64.3947	134150	21554.1	2	0	0	2000	10000
300	0	0.007	0.036	114	54.3548	112.741	53.3548	111151	15747.3	7	0	36	1964	10000
300	1	0.007	0.036	134	64.9794	112.741	63.9794	133285	18883.1	7	0	0	2000	10000
301	0	0.0125	0.0365	115	54.1939	125.224	53.1939	110816	17438.1	3	0	20	1980	10000
301	1	0.011	0.04	134	64.24	125.224	63.24	131744	20731.4	3	0	0	2000	10000
302	0	0.008	0.0345	114	53.8546	152.242	52.8546	110109	21065.3	7	0	15	1985	10000
302	1	0.0065	0.0295	130	63.1757	152.242	62.1757	129527	24780.2	7	0	0	2000	10000
303	0	0.01	0.04	115	52.7875	153.52	51.7875	107886	20813.2	0	0	14	1986	10000
303	1	0.0105	0.042	128	61.4043	153.52	60.4043	125837	24276.3	0	0	0	2000	10000
304	0	0.007	0.041	113	51.727	150.054	50.727	105677	19926.8	2	0	15	1985	10000
304	1	0.0075	0.0375	127	61.8731	150.054	60.8731	126813	23912.3	2	0	0	2000	10000
305	0	0.007	0.035	113	53.224	154.943	52.224	108795	21183.2	1	0	16	1984	10000
305	1	0.008	0.035	123	62.5142	154.943	61.5142	128149	24951.5	1	0	0	2000	10000
306	0	0.0085	0.0435	113	54.6314	149.661	53.6314	111727	21012.6	1	0	31	1969	10000
306	1	0.0075	0.037	124	62.7062	149.661	61.7062	128549	24176.3	1	0	0	2000	10000
307	0	0.0065	0.049	113	55.427	131.963	54.427	113385	18802.5	3	2	37	1961	10000
307	1	0.006	0.039	126	61.2862	131.963	60.2862	125591	20826.6	3	0	0	2000	10000
308	0	0.0095	0.047	112	54.3985	134.38	53.3985	111242	18785	6	0	40	1960	10000
308	1	0.009	0.0445	125	60.6428	134.38	59.6428	124251	20981.8	6	0	0	2000	10000
309	0	0.0085	0.0405	113	52.3992	149.457	51.3992	107077	20110.6	2	0	37	1963	10000
309	1	0.008	0.0465	122	56.7972	149.457	55.7972	116239	21831.3	2	0	0	2000	10000
310	0	0.01	0.04	112	53.1219	129.201	52.1219	108583	17629.4	0	0	51	1949	10000
310	1	0.01	0.044	123	55.1602	129.201	54.1602	112829	18318.8	0	0	0	2000	10000
311	0	0.0085	0.0295	113	51.9073	142.048	50.9073	106052	18930.6	5	0	54	1946	10000
311	1	0.0105	0.04	122	55.1602	142.048	54.1602	112829	20140.3	5	0	0	2000	10000
312	0	0.0085	0.0375	112	51.8999	134.52	50.8999	106037	17924.7	2	0	56	1944	10000
312	1	0.004	0.034	122	57.8306	134.52	56.8306	118392	20013.3	2	0	0	2000	10000
313	0	0.0105	0.0395	112	50.8786	144.924	49.8786	103909	18923.6	0	0	63	1937	10000
313	1	0.009	0.0385	123	57.5991	144.924	56.5991	117910	21473.4	0	0	0	2000	10000
314	0	0.0055	0.0315	114	50.6602	135.015	49.6602	103454	17552.6	1	1	69	1930	10000
314	1	0.0055	0.035	122	58.6704	135.015	57.6704	120142	20383.8	1	0	0	2000	10000
315	0	0.0075	0.047	110	49.1313	126.526	48.1313	100269	15942.5	7	4	73	1923	10000
315	1	0.008	0.032	121	58.0434	126.526	57.0434	118835	18894.5	7	0	0	2000	10000
316	0	0.005	0.041	112	51.4728	130.79	50.4728	105147	17281.5	3	2	95	1903	10000
316	1	0.0085	0.034	121	57.953	130.79	56.953	118647	19500.3	3	0	0	2000	10000
317	0	0.01	0.043	116	51.0595	136.782	50.0595	104286	17925.3	3	1	90	1909	10000
317	1	0.01	0.0445	120	55.4159	136.782	54.4159	113362	19485.2	3	0	0	2000	10000
318	0	0.0075	0.041	114	51.876	140.558	50.876	105987	18720.6	5	1	74	1925	10000
318	1	0.007	0.0335	120	55.7542	140.558	54.7542	114066	20147.6	5	0	0	2000	10000
319	0	0.0075	0.0435	111	54.0099	136.873	53.0099	110433	18994.3	3	1	82	1917	10000
319	1	0.008	0.0395	120	52.2425	136.873	51.2425	106751	18361	3	0	0	2000	10000
320	0	0.005	0.0445	110	53.7699	146.422	52.7699	109933	20227.5	6	1	80	1919	10000
320	1	0.0045	0.044	120	51.6732	146.422	50.6732	105565	19423.8	6	0	0	2000	10000
321	0	0.0085	0.043	110	52.6617	132.963	51.6617	107624	17982.5	5	1	82	1917	10000
321	1	0.0095	0.038	115	52.6562	132.963	51.6562	107612	17980.6	5	0	0	2000	10000
322	0	0.01	0.045	110	52.2708	152.798	51.2708	106810	20508.7	8	2	71	1927	10000
322	1	0.009	0.036	113	52.5241	152.798	51.5241	107337	20610	8	0	0	2000	10000
323	0	0.008	0.0425	111	51.8962	139.704	50.8962	106029	18614.2	7	1	73	1926	10000
323	1	0.01	0.0365	113	51.1081	139.704	50.1081	104387	18326	7	0	0	2000	10000
324	0	0.013	0.0455	112	51.5238	126.272	50.5238	105253	16701.4	4	2	75	1923	10000
324	1	0.013	0.041	111	52.3129	126.272	51.3129	106897	16962.3	4	0	0	2000	10000
325	0	0.0095	0.042	113	53.7544	151.961	52.7544	109900	20986.6	6	2	67	1931	10000
325	1	0.008	0.039	114	54.4107	151.961	53.4107	111267	21247.6	6	0	0	2000	10000
326	0	0.0105	0.0395	109	50.7321	140.115	49.7321	103604	18242	6	0	56	1944	10000
326	1	0.0105	0.0385	114	54.6706	140.115	53.6706	111809	19686.7	6	0	0	2000	10000
327	0	0.006	0.0445	110	49.4563	117.104	48.4563	100946	14855	7	0	52	1948	10000
327	1	0.0065	0.0385	113	57.0207	117.104	56.0207	116705	17174	7	0	0	2000	10000
328	0	0.011	0.035	108	49.115	148.925	48.115	100235	18758.5	6	0	54	1946	10000
328	1	0.007	0.038	112	57.2758	148.925	56.2758	117236	21940.2	6	0	0	2000	10000
329	0	0.008	0.0355	107	48.0977	139.848	47.0977	98116.1	17242.8	0	0	59	1941	10000
329	1	0.01	0.0365	114	57.0316	139.848	56.0316	116728	20513.5	0	0	0	2000	10000
330	0	0.008	0.039	107	49.8912	154.017	48.8912	101852	19712.9	3	1	49	1950	10000
330	1	0.0085	0.041	112	55.9112	154.017	54.9112	114393	22140.2	3	0	0	2000	10000
331	0	0.011	0.044	106	48.5119	134.277	47.5119	98978.9	16701.5	0	0	43	1957	10000
331	1	0.01	0.0455	111	55.0953	134.277	54.0953	112694	19015.7	0	0	0	2000	10000
332	0	0.011	0.0445	108	47.487	134.664	46.487	96843.9	16388.2	4	0	44	1956	10000
332	1	0.0115	0.0385	113	56.0146	134.664	55.0146	114609	19394.5	4	0	0	2000	10000
333	0	0.0105	0.0365	107	49.7429	143.726	48.7429	101543	18339.8	2	0	56	1944	10000
333	1	0.0105	0.04	113	56.7734	143.726	55.7734	116190	20985.1	2	0	0	2000	10000
334	0	0.0105	0.0425	106	48.6873	144.445	47.6873	99344.3	18032.4	1	1	51	1948	10000
334	1	0.0065	0.038	113	58.0636	144.445	57.0636	118877	21578	1	0	0	2000	10000
335	0	0.01	0.0425	104	49.1957	125.167	48.1957	100403	15792.4	0	1	46	1953	10000
335	1	0.007	0.0405	111	56.055	125.167	55.055	114693	18040	0	0	0	2000	10000
336	0	0.0075	0.0375	107	50.4286	131.645	49.4286	102972	17034.7	2	0	46	1954	10000
336	1	0.006	0.038	109	56.5028	131.645	55.5028	115626	19128.1	2	0	0	2000	10000
337	0	0.007	0.036	108	51.2371	131.501	50.2371	104656	17294.4	2	0	47	1953	10000
337	1	0.01	0.036	107	56.6059	131.501	55.6059	115841	19142.6	2	0	0	2000	10000
338	0	0.0065	0.039	109	50.9045	136.882	49.9045	103963	17882.8	1	1	51	1948	10000
338	1	0.0105	0.034	105	54.5119	136.882	53.5119	111478	19175.5	1	0	0	2000	10000
339	0	0.0055	0.04	107	51.9143	138.964	50.9143	106067	18522.2	4	0	45	1955	10000
339	1	0.0095	0.038	106	54.8114	138.964	53.8114	112102	19576.1	4	0	0	2000	10000
340	0	0.0095	0.046	105	51.4231	136.249	50.4231	105044	17985.1	2	0	35	1965	10000
340	1	0.0095	0.0255	104	54.1752	136.249	53.1752	110777	18966.8	2	0	0	2000	10000
341	0	0.005	0.048	105	50.7679	132.114	49.7679	103679	17212.7	1	0	35	1965	10000
341	1	0.0085	0.0465	103	54.6097	132.114	53.6097	111682	18541.4	1	0	0	2000	10000
342	0	0.0065	0.0425	106	50.4379	112.977	49.4379	102991	14621.7	4	1	53	1946	10000
342	1	0.0045	0.0295	102	52.1842	112.977	51.1842	106629	15138.2	4	0	0	2000	10000
343	0	0.008	0.0355	107	50.9642	150.919	49.9642	104088	19740.3	2	0	47	1953	10000
343	1	0.009	0.0395	105	52.0949	150.919	51.0949	106443	20187	2	0	0	2000	10000
344	0	0.0065	0.0345	105	53.0849	147.328	52.0849	108506	20088.5	3	0	48	1952	10000
344	1	0.008	0.0455	103	53.6974	147.328	52.6974	109782	20324.7	3	0	0	2000	10000
345	0	0.0055	0.035	106	52.3879	140.375	51.3879	107054	18884.3	5	2	56	1942	10000
345	1	0.0085	0.0325	104	53.4445	140.375	52.4445	109255	19272.6	5	0	0	2000	10000
346	0	0.006	0.032	107	53.427	140.431	52.427	109218	19273.9	0	0	67	1933	10000
346	1	0.008	0.0325	104	53.9917	140.431	52.9917	110395	19481.5	0	0	0	2000	10000
347	0	0.009	0.0405	108	53.5224	156.106	52.5224	109417	21464.3	2	0	53	1947	10000
347	1	0.01	0.042	99	54.0132	156.106	53.0132	110439	21664.8	2	0	0	2000	10000
348	0	0.0135	0.0455	107	52.9829	146.874	51.9829	108293	19987.3	2	0	46	1954	10000
348	1	0.011	0.036	99	53.5805	146.874	52.5805	109538	20217.1	2	0	0	2000	10000
349	0	0.007	0.0445	106	54.0544	126.657	53.0544	110525	17591.4	1	0	39	1961	10000
349	1	0.0105	0.0475	103	52.4477	126.657	51.4477	107178	17058.6	1	0	0	2000	10000
350	0	0.0085	0.041	109	53.0448	135.456	52.0448	108422	18455.4	2	0	48	1952	10000
350	1	0.0095	0.045	102	51.2338	135.456	50.2338	104649	17813.2	2	0	0	2000	10000
351	0	0.0045	0.042	107	52.0633	130.898	51.0633	106377	17498.1	3	0	45	1955	10000
351	1	0.0065	0.0375	100	50.6887	130.898	49.6887	103514	17027.1	3	0	0	2000	10000
352	0	0.008	0.037	106	51.6933	130.58	50.6933	105607	17329.2	1	0	45	1955	10000
352	1	0.0105	0.037	100	51.7967	130.58	50.7967	105822	17364.6	1	0	0	2000	10000
353	0	0.0105	0.041	106	51.482	135.323	50.482	105166	17883.8	1	1	44	1955	10000
353	1	0.0115	0.039	103	51.1261	135.323	50.1261	104425	17757.7	1	0	0	2000	10000
354	0	0.0035	0.0335	105	50.7695	154.027	49.7695	103682	20068.2	2	0	60	1940	10000
354	1	0.0045	0.0455	100	50.7463	154.027	49.7463	103634	20058.9	2	0	0	2000	10000
355	0	0.011	0.0485	107	49.3593	138.614	48.3593	100744	17548.4	2	0	53	1947	10000
355	1	0.0105	0.034	99	50.4032	138.614	49.4032	102919	17927.2	2	0	0	2000	10000
356	0	0.007	0.039	105	50.9428	144.538	49.9428	104043	18897.5	5	0	54	1946	10000
356	1	0.007	0.0335	97	50.6493	144.538	49.6493	103432	18786.4	5	0	0	2000	10000
357	0	0.0095	0.0395	107	48.616	153.979	47.616	99195.7	19194	5	0	46	1954	10000
357	1	0.009	0.0355	98	52.4638	153.979	51.4638	107212	20745	5	0	0	2000	10000
358	0	0.011	0.0335	107	48.941	151.247	47.941	99872.9	18982.2	3	0	37	1963	10000
358	1	0.01	0.0365	95	51.4979	151.247	50.4979	105200	19994.6	3	0	0	2000	10000
359	0	0.0125	0.0465	106	47.4057	146.714	46.4057	96674.5	17823.5	4	0	46	1954	10000
359	1	0.0085	0.038	97	52.3673	146.714	51.3673	107011	19729.1	4	0	0	2000	10000
360	0	0.009	0.0475	107	47.1606	151.147	46.1606	96163.9	18265	3	0	41	1959	10000
360	1	0.006	0.037	95	54.065	151.147	53.065	110547	20997	3	0	0	2000	10000
361	0	0.0065	0.036	107	47.7367	142.866	46.7367	97364	17479.8	3	0	42	1958	10000
361	1	0.008	0.0305	97	53.0318	142.866	52.0318	108395	19460.2	3	0	0	2000	10000
362	0	0.0085	0.046	108	49.7807	145.405	48.7807	101622	18568.4	1	0	40	1960	10000
362	1	0.0095	0.043	95	53.4924	145.405	52.4924	109354	19981.3	1	0	0	2000	10000
363	0	0.0135	0.046	108	48.3577	131.703	47.3577	98657.6	16328.1	3	0	27	1973	10000
363	1	0.013	0.039	95	53.2698	131.703	52.2698	108891	18021.7	3	0	0	2000	10000
364	0	0.0065	0.0455	109	48.3995	142.092	47.3995	98744.7	17631.6	1	1	32	1967	10000
364	1	0.006	0.0285	95	53.5128	142.092	52.5128	109397	19533.7	1	0	0	2000	10000
365	0	0.006	0.039	106	50.0234	139.869	49.0234	102128	17950.4	7	0	30	1970	10000
365	1	0.0065	0.0365	94	53.6693	139.869	52.6693	109723	19285.4	7	0	0	2000	10000
366	0	0.0065	0.052	106	51.1843	131.319	50.1843	104546	17252.2	3	0	38	1962	10000
366	1	0.0075	0.039	92	51.7307	131.319	50.7307	105684	17440	3	0	0	2000	10000
367	0	0.0095	0.0395	106	50.2254	129.838	49.2254	102549	16731.7	0	0	35	1965	10000
367	1	0.0095	0.039	95	53.2017	129.838	52.2017	108749	17743.4	0	0	0	2000	10000
368	0	0.0055	0.0395	104	50.5248	152.829	49.5248	103172	19814.4	4	0	32	1968	10000
368	1	0.0055	0.0335	94	51.8326	152.829	50.8326	105897	20337.6	4	0	0	2000	10000
369	0	0.008	0.043	102	50.2648	143.98	49.2648	102631	18569	8	0	41	1959	10000
369	1	0.01	0.042	93	52.4484	143.98	51.4484	107180	19392	8	0	0	2000	10000
370	0	0.009	0.041	103	49.4147	140.404	48.4147	100860	17795.4	2	0	32	1968	10000
370	1	0.0075	0.036	97	53.6589	140.404	52.6589	109701	19355.4	2	0	0	2000	10000
371	0	0.007	0.0415	103	50.2266	130.823	49.2266	102551	16859.1	4	0	31	1969	10000
371	1	0.009	0.033	96	51.6816	130.823	50.6816	105582	17357.3	4	0	0	2000	10000
372	0	0.0105	0.0475	102	49.2881	151.564	48.2881	100596	19159.5	4	0	24	1976	10000
372	1	0.0105	0.0295	94	51.7531	151.564	50.7531	105731	20137.6	4	0	0	2000	10000
373	0	0.0065	0.038	100	48.3246	137.097	47.3246	98588.8	16985.1	3	0	23	1977	10000
373	1	0.007	0.033	94	52.187	137.097	51.187	106635	18371.3	3	0	0	2000	10000
374	0	0.01	0.0405	100	48.5593	150.786	47.5593	99077.7	18773.5	0	0	19	1981	10000
374	1	0.0125	0.039	94	52.4374	150.786	51.4374	107157	20304.3	0	0	0	2000	10000
375	0	0.007	0.041	101	51.3271	145.728	50.3271	104844	19199.8	1	0	14	1986	10000
375	1	0.009	0.039	94	52.0454	145.728	51.0454	106340	19473.8	1	0	0	2000	10000
376	0	0.0065	0.043	100	48.133	141.144	47.133	98189.7	17415.6	1	0	18	1982	10000
376	1	0.0115	0.042	93	49.7996	141.144	48.7996	101661	18031.4	1	0	0	2000	10000
377	0	0.0095	0.0335	100	48.7951	137.762	47.7951	99568.8	17237.1	3	0	15	1985	10000
377	1	0.01	0.0385	94	50.442	137.762	49.442	103000	17831	3	0	0	2000	10000
378	0	0.006	0.0375	100	46.8439	118.503	45.8439	95504.1	14222	1	0	20	1980	10000
378	1	0.007	0.0375	94	49.2775	118.503	48.2775	100574	14977	1	0	0	2000	10000
379	0	0.01	0.044	97	44.9456	140.763	43.9456	91549.4	16194.1	4	2	29	1969	10000
379	1	0.01	0.037	95	47.5655	140.763	46.5655	97007.4	17159.5	4	0	0	2000	10000
380	0	0.0065	0.042	93	46.9456	135.166	45.9456	95715.9	16257.8	0	0	29	1971	10000
380	1	0.0085	0.038	95	47.4659	135.166	46.4659	96799.9	16441.9	0	0	0	2000	10000
381	0	0.007	0.039	95	45.9625	142.456	44.9625	93667.9	16768	3	0	21	1979	10000
381	1	0.0085	0.039	95	46.9106	142.456	45.9106	95643.1	17121.6	3	0	0	2000	10000
382	0	0.008	0.0465	94	46.3868	132.011	45.3868	94551.7	15685.1	1	0	20	1980	10000
382	1	0.0055	0.036	97	46.9495	132.011	45.9495	95724	15879.6	1	0	0	2000	10000
383	0	0.0045	0.0445	94	44.987	131.437	43.987	91635.8	15135.4	3	0	20	1980	10000
383	1	0.0045	0.036	95	46.1614	131.437	45.1614	94082.2	15539.5	3	0	0	2000	10000
384	0	0.0085	0.0415	96	43.7862	148.315	42.7862	89134.1	16612.7	2	0	30	1970	10000
384	1	0.0075	0.0395	94	47.0705	148.315	46.0705	95976	17887.9	2	0	0	2000	10000
385	0	0.0095	0.0435	97	44.5315	139.98	43.5315	90686.8	15952.2	3	0	35	1965	10000
385	1	0.0065	0.04	95	45.9253	139.98	44.9253	93590.4	16463	3	0	0	2000	10000
386	0	0.006	0.0385	94	44.6391	150.682	43.6391	90911	17214.2	3	0	30	1970	10000
386	1	0.006	0.0405	93	46.5114	150.682	45.5114	94811.3	17952.8	3	0	0	2000	10000
387	0	0.009	0.0415	94	42.651	123.233	41.651	86769.2	13437	3	0	21	1979	10000
387	1	0.011	0.0475	94	45.1475	123.233	44.1475	91970	14242.4	3	0	0	2000	10000
388	0	0.007	0.039	94	42.4822	124.699	41.4822	86417.7	13541.7	3	0	26	1974	10000
388	1	0.0075	0.0385	97	45.2847	124.699	44.2847	92255.9	14456.6	3	0	0	2000	10000
389	0	0.0095	0.04	92	42.6312	137.088	41.6312	86728	14940.6	3	0	26	1974	10000
389	1	0.0105	0.0425	98	45.485	137.088	44.485	92673.2	15964.8	3	0	0	2000	10000
390	0	0.0045	0.0375	93	41.2703	138.108	40.2703	83892.9	14559.7	0	0	33	1967	10000
390	1	0.005	0.0415	97	46.8958	138.108	45.8958	95612.2	16593.6	0	0	0	2000	10000
391	0	0.0105	0.0485	93	42.0384	128.439	41.0384	85493.1	13798.7	3	0	19	1981	10000
391	1	0.01	0.0465	97	47.6361	128.439	46.6361	97154.3	15680.8	3	0	0	2000	10000
392	0	0.0085	0.0465	94	41.044	132.286	40.044	83421.4	13867.6	3	0	30	1970	10000
392	1	0.0055	0.0505	97	46.6219	132.286	45.6219	95041.7	15799.3	3	0	0	2000	10000
393	0	0.0095	0.0485	91	40.3244	133.111	39.3244	81922.4	13703.3	2	0	40	1960	10000
393	1	0.0075	0.039	96	47.4248	133.111	46.4248	96714.3	16177.6	2	0	0	2000	10000
394	0	0.009	0.0455	93	40.019	119.32	39.019	81286.1	12188.2	3	0	45	1955	10000
394	1	0.0055	0.0465	93	48.4796	119.32	47.4796	98911.5	14830.9	3	0	0	2000	10000
395	0	0.009	0.038	91	38.9704	114.197	37.9704	79101.6	11351.4	5	0	41	1959	10000
395	1	0.0105	0.0375	95	47.3762	114.197	46.3762	96613.1	13864.4	5	0	0	2000	10000
396	0	0.007	0.048	93	39.5091	136.309	38.5091	80223.9	13741.6	0	0	34	1966	10000
396	1	0.0065	0.047	91	48.1736	136.309	47.1736	98274.2	16833.5	0	0	0	2000	10000
397	0	0.0075	0.0465	91	39.1384	163.417	38.1384	79451.6	16315.8	0	0	36	1964	10000
397	1	0.0065	0.033	92	47.5192	163.417	46.5192	96910.9	19901.2	0	0	0	2000	10000
398	0	0.01	0.055	91	37.5663	141.488	36.5663	76176.5	13544.1	2	0	36	1964	10000
398	1	0.0105	0.0385	91	47.8813	141.488	46.8813	97665.1	17364.8	2	0	0	2000	10000
399	0	0.007	0.053	91	39.0234	155.803	38.0234	79212.1	15508.7	7	0	45	1955	10000
399	1	0.0085	0.0325	91	46.2872	155.803	45.2872	94344.3	18471.4	7	0	0	2000	10000
400	0	0.01	0.045	90	39.0974	151.152	38.0974	79366.3	15075.1	4	0	40	1960	10000
400	1	0.0075	0.042	92	45.8534	151.152	44.8534	93440.6	17748.4	4	0	0	2000	10000
401	0	0.007	0.045	90	35.7588	135.377	34.7588	72411.1	12318.5	5	1	45	1954	10000
401	1	0.0075	0.0345	94	46.1942	135.377	45.1942	94150.5	16016.8	5	0	0	2000	10000
402	0	0.008	0.0465	89	33.4438	158.648	32.4438	67588.5	13474.7	1	0	48	1952	10000
402	1	0.01	0.0365	94	46.5146	158.648	45.5146	94818.1	18903.2	1	0	0	2000	10000
403	0	0.0095	0.05	88	33.3742	125.474	32.3742	67443.4	10634.2	3	0	47	1953	10000
403	1	0.008	0.037	94	49.0406	125.474	48.0406	100080	15780.2	3	0	0	2000	10000
404	0	0.0085	0.056	89	35.2589	124.624	34.2589	71369.7	11177	2	1	42	1957	10000
404	1	0.0035	0.04	96	47.733	124.624	46.733	97356.2	15246.7	2	0	0	2000	10000
405	0	0.0085	0.0555	87	34.479	143.281	33.479	69745	12557.7	2	0	52	1948	10000
405	1	0.009	0.034	94	48.4611	143.281	47.4611	98873	17802.3	2	0	0	2000	10000
406	0	0.011	0.052	89	33.9773	144.047	32.9773	68699.9	12435.7	3	1	65	1934	10000
406	1	0.011	0.0385	96	48.9392	144.047	47.9392	99869.2	18077.8	3	0	0	2000	10000
407	0	0.009	0.0475	86	33.2215	114.721	32.2215	67125.2	9676.93	3	2	67	1931	10000
407	1	0.0085	0.0405	94	48.3433	114.721	47.3433	98627.8	14218.4	3	0	0	2000	10000
408	0	0.0065	0.0575	88	33.9642	132.637	32.9642	68672.5	11446.1	5	0	58	1942	10000
408	1	0.009	0.035	97	48.6888	132.637	47.6888	99347.3	16558.9	5	0	0	2000	10000
409	0	0.0075	0.0455	87	35.3139	141.923	34.3139	71484.2	12748.9	3	1	77	1922	10000
409	1	0.006	0.0345	99	48.5216	141.923	47.5216	98999.1	17656	3	0	0	2000	10000
410	0	0.0065	0.044	85	36.401	143.069	35.401	73749	13259.1	5	4	105	1891	10000
410	1	0.006	0.042	100	49.1253	143.069	48.1253	100257	18024.8	5	0	0	2000	10000
411	0	0.0055	0.0375	88	36.4741	159.754	35.4741	73901.1	14835.9	4	3	104	1893	10000
411	1	0.0085	0.0345	100	48.278	159.754	47.278	98491.6	19772.5	4	0	0	2000	10000
412	0	0.005	0.042	87	37.0324	143.649	36.0324	75064.3	13550.2	4	2	95	1903	10000
412	1	0.004	0.043	98	49.8666	143.649	48.8666	101801	18376.6	4	0	0	2000	10000
413	0	0.0065	0.044	88	36.431	140.87	35.431	73811.5	13066.3	4	2	71	1927	10000
413	1	0.0065	0.028	97	50.2494	140.87	49.2494	102598	18162.2	4	0	0	2000	10000
414	0	0.009	0.0505	84	35.8086	139.7	34.8086	72514.8	12730.2	5	1	72	1927	10000
414	1	0.01	0.0395	98	49.2208	139.7	48.2208	100456	17635.2	5	0	0	2000	10000
415	0	0.0075	0.049	82	36.8703	128.814	35.8703	74726.5	12096.1	0	2	58	1940	10000
415	1	0.0085	0.0355	98	48.7148	128.814	47.7148	99401.7	16090.4	0	0	0	2000	10000
416	0	0.0045	0.044	83	37.0458	136.641	36.0458	75092.2	12894	2	0	56	1944	10000
416	1	0.006	0.036	99	48.4024	136.641	47.4024	98750.8	16956.3	2	0	0	2000	10000
417	0	0.0095	0.046	84	36.9752	130.124	35.9752	74945.2	12254.9	4	0	44	1956	10000
417	1	0.0075	0.0325	98	46.6815	130.124	45.6815	95165.8	15561.4	4	0	0	2000	10000
418	0	0.0075	0.051	85	38.2342	129.74	37.2342	77567.9	12646.4	2	0	36	1964	10000
418	1	0.007	0.034	98	45.1669	129.74	44.1669	92010.4	15001	2	0	0	2000	10000
419	0	0.0065	0.0415	89	39.6424	130.356	38.6424	80501.6	13187	6	0	38	1962	10000
419	1	0.008	0.037	95	44.9774	130.356	43.9774	91615.7	15007.6	6	0	0	2000	10000
420	0	0.0055	0.042	85	39.483	157.499	38.483	80169.4	15867.1	5	0	34	1966	10000
420	1	0.0045	0.044	95	45.8482	157.499	44.8482	93429.7	18491.5	5	0	0	2000	10000
421	0	0.0105	0.05	89	39.1673	137.207	38.1673	79511.8	13709.3	2	1	45	1954	10000
421	1	0.008	0.038	92	45.1019	137.207	44.1019	91875.1	15841	2	0	0	2000	10000
422	0	0.014	0.047	88	39.5091	130.229	38.5091	80223.9	13128.7	4	1	56	1943	10000
422	1	0.013	0.0505	96	44.3061	130.229	43.3061	90217.2	14764.1	4	0	0	2000	10000
423	0	0.0075	0.037	89	39.7972	138.347	38.7972	80824.1	14051.4	7	2	52	1946	10000
423	1	0.0085	0.0395	94	46.1582	138.347	45.1582	94075.6	16355.2	7	0	0	2000	10000
424	0	0.0085	0.0415	87	39.2761	147.39	38.2761	79738.6	14768.8	8	0	47	1953	10000
424	1	0.01	0.0355	95	46.69	147.39	45.69	95183.4	17629.4	8	0	0	2000	10000
425	0	0.0115	0.051	89	39.2584	150.105	38.2584	79701.6	15033.9	10	0	51	1949	10000
425	1	0.009	0.041	92	48.5531	150.105	47.5531	99064.8	18686.3	10	0	0	2000	10000
426	0	0.0075	0.0495	87	39.5857	152.158	38.5857	80383.5	15369.9	6	0	42	1958	10000
426	1	0.0065	0.0375	93	46.95	152.158	45.95	95725.1	18303.3	6	0	0	2000	10000
427	0	0.012	0.042	87	39.5824	122.708	38.5824	80376.6	12394	8	0	43	1957	10000
427	1	0.0075	0.041	91	46.3854	122.708	45.3854	94548.9	14579.4	8	0	0	2000	10000
428	0	0.01	0.0445	91	39.3774	140.225	38.3774	79949.6	14088	7	0	41	1959	10000
428	1	0.0105	0.039	92	45.5006	140.225	44.5006	92705.6	16335.8	7	0	0	2000	10000
429	0	0.008	0.049	88	38.7903	134.186	37.7903	78726.5	13275.1	7	1	44	1955	10000
429	1	0.0085	0.045	90	44.6862	134.186	43.6862	91009.1	15346.2	7	0	0	2000	10000
430	0	0.0055	0.0455	87	38.9075	143.693	37.9075	78970.6	14259.7	2	0	44	1956	10000
430	1	0.0055	0.037	94	46.6924	143.693	45.6924	95188.5	17188.2	2	0	0	2000	10000
431	0	0.006	0.0365	88	38.6537	127.675	37.6537	78441.9	12585.3	1	0	34	1966	10000
