#Gen	m	ibd	hibd	ko	ke	s2	thke	Nke	Nbke	lethal	hoDel	he	hoDom	Nobs
844	1	0.0095	0.0525	47	25.2678	137.807	24.2678	50555.8	8754.91	0	0	0	2000	10000
845	0	0.01	0.0575	52	21.8975	122.738	20.8975	43534.5	6714.64	0	0	36	1964	10000
845	1	0.0085	0.0685	47	25.0642	122.738	24.0642	50131.7	7732.16	0	0	0	2000	10000
846	0	0.0075	0.0605	52	21.5904	137.918	20.5904	42894.8	7434.24	3	0	42	1958	10000
846	1	0.0065	0.0525	48	25.9417	137.918	24.9417	51959.6	9005.29	3	0	0	2000	10000
847	0	0.0115	0.075	52	21.5327	143.191	20.5327	42774.6	7696.83	0	0	30	1970	10000
847	1	0.006	0.0515	48	26.8001	143.191	25.8001	53748	9671.37	0	0	0	2000	10000
848	0	0.007	0.067	52	21.9351	148.247	20.9351	43612.8	8124.73	0	0	19	1981	10000
848	1	0.007	0.0615	48	26.5355	148.247	25.5355	53196.7	9910.13	0	0	0	2000	10000
849	0	0.0125	0.0715	53	22.4324	155.224	21.4324	44648.9	8709.23	1	0	26	1974	10000
849	1	0.011	0.0565	48	26.7433	155.224	25.7433	53629.7	10461	1	0	0	2000	10000
850	0	0.0085	0.057	53	23.1797	127.263	22.1797	46205.7	7389.37	0	1	19	1980	10000
850	1	0.0095	0.063	48	26.3488	127.263	25.3488	52807.8	8445.2	0	0	0	2000	10000
851	0	0.0085	0.057	52	23.6399	131.956	22.6399	47164.4	7820.82	0	0	16	1984	10000
851	1	0.008	0.0575	48	26.6142	131.956	25.6142	53360.7	8848.28	0	0	0	2000	10000
852	0	0.008	0.0655	50	23.6335	132.408	22.6335	47151.1	7845.41	0	0	15	1985	10000
852	1	0.009	0.055	48	25.9417	132.408	24.9417	51959.6	8645.5	0	0	0	2000	10000
853	0	0.007	0.055	52	24.2352	128.757	23.2352	48404.5	7831.87	4	0	24	1976	10000
853	1	0.009	0.0585	47	25.9129	128.757	24.9129	51899.6	8397.38	4	0	0	2000	10000
854	0	0.009	0.071	50	23.3683	142.972	22.3683	46598.7	8372.11	1	0	24	1976	10000
854	1	0.01	0.0575	49	25.8379	142.972	24.8379	51743.4	9296.43	1	0	0	2000	10000
855	0	0.008	0.0665	50	22.5876	139.369	21.5876	44972.2	7876.28	1	0	19	1981	10000
855	1	0.009	0.0705	49	26.5527	139.369	25.5527	53232.5	9322.96	1	0	0	2000	10000
856	0	0.0085	0.0615	51	23.0931	136.013	22.0931	46025.3	7866.58	1	0	18	1982	10000
856	1	0.0085	0.06	49	27.1715	136.013	26.1715	54521.7	9318.76	1	0	0	2000	10000
857	0	0.0095	0.0645	50	23.1486	135.495	22.1486	46141	7856.31	3	0	16	1984	10000
857	1	0.01	0.0595	48	27.6745	135.495	26.6745	55569.5	9461.67	3	0	0	2000	10000
858	0	0.007	0.066	50	22.9287	138.872	21.9287	45682.8	7972.18	3	0	20	1980	10000
858	1	0.0065	0.057	46	27.2141	138.872	26.2141	54610.4	9530.16	3	0	0	2000	10000
859	0	0.008	0.066	49	23.5463	160.394	22.5463	46969.5	9467.06	4	0	14	1986	10000
859	1	0.009	0.0525	46	26.2143	160.394	25.2143	52527.5	10587.3	4	0	0	2000	10000
860	0	0.0085	0.061	49	24.6898	134.766	23.6898	49351.6	8357.77	0	0	9	1991	10000
860	1	0.0095	0.0525	46	26.7359	134.766	25.7359	53614.2	9079.65	0	0	0	2000	10000
861	0	0.007	0.0665	49	24.8301	153.37	23.8301	49644	9567.9	3	0	5	1995	10000
861	1	0.0065	0.0585	46	26.6093	153.37	25.6093	53350.4	10282.2	3	0	0	2000	10000
862	0	0.008	0.0615	50	24.424	154.812	23.424	48797.9	9493.26	1	0	7	1993	10000
862	1	0.009	0.0555	46	27.179	154.812	26.179	54537.2	10609.8	1	0	0	2000	10000
863	0	0.006	0.063	50	23.9172	153.072	22.9172	47742	9183.48	1	0	9	1991	10000
863	1	0.007	0.0575	47	26.3794	153.072	25.3794	52871.5	10170.2	1	0	0	2000	10000
864	0	0.01	0.0595	50	23.4962	135.606	22.4962	46865	7986.15	4	0	7	1993	10000
864	1	0.009	0.052	47	26.4743	135.606	25.4743	53069.2	9043.39	4	0	0	2000	10000
865	0	0.013	0.0625	50	24.0816	115.243	23.0816	48084.6	6963.57	1	0	11	1989	10000
865	1	0.0115	0.0625	46	27.3279	115.243	26.3279	54847.5	7942.96	1	0	0	2000	10000
866	0	0.0065	0.0685	50	23.5201	155.054	22.5201	46914.8	9141.22	1	0	12	1988	10000
866	1	0.007	0.058	47	27.6929	155.054	26.6929	55607.8	10835	1	0	0	2000	10000
867	0	0.0085	0.0655	50	24.0426	133.002	23.0426	48003.3	8023.07	1	0	16	1984	10000
867	1	0.0065	0.058	47	27.0316	133.002	26.0316	54230.2	9063.8	1	0	0	2000	10000
868	0	0.008	0.0655	49	23.4894	139.528	22.4894	46850.9	8214.65	4	1	18	1981	10000
868	1	0.009	0.0555	47	27.1718	139.528	26.1718	54522.2	9559.7	4	0	0	2000	10000
869	0	0.012	0.0615	49	23.5841	143.878	22.5841	47048.3	8506.45	1	0	23	1977	10000
869	1	0.0105	0.053	47	27.7523	143.878	26.7523	55731.7	10076.4	1	0	0	2000	10000
870	0	0.0075	0.067	47	23.1672	133.293	22.1672	46179.7	7735.15	2	0	19	1981	10000
870	1	0.006	0.057	47	27.6257	133.293	26.6257	55467.9	9290.94	2	0	0	2000	10000
871	0	0.006	0.0515	47	24.0884	134.98	23.0884	48098.8	8158.56	0	0	13	1987	10000
871	1	0.0065	0.048	47	27.6271	134.98	26.6271	55470.7	9408.99	0	0	0	2000	10000
872	0	0.008	0.06	47	24.5255	133.593	23.5255	49009.4	8227.61	2	0	17	1983	10000
872	1	0.008	0.051	48	26.8391	133.593	25.8391	53829.1	9036.73	2	0	0	2000	10000
873	0	0.006	0.0645	47	23.7469	151.652	22.7469	47387.4	9030.69	2	0	17	1983	10000
873	1	0.0075	0.0585	47	26.7434	151.652	25.7434	53629.8	10220.3	2	0	0	2000	10000
874	0	0.009	0.057	47	23.5413	154.427	22.5413	46959.1	9112.84	2	0	23	1977	10000
874	1	0.006	0.054	47	25.5794	154.427	24.5794	51204.9	9936.77	2	0	0	2000	10000
875	0	0.008	0.062	47	23.1546	152.156	22.1546	46153.4	8824.76	4	0	18	1982	10000
875	1	0.0115	0.0585	47	26.7593	152.156	25.7593	53662.8	10260.6	4	0	0	2000	10000
876	0	0.01	0.061	47	23.0227	149.836	22.0227	45878.7	8638.49	2	0	22	1978	10000
876	1	0.0085	0.0535	48	27.094	149.836	26.094	54360.3	10235.5	2	0	0	2000	10000
877	0	0.004	0.0535	47	22.5865	118.293	21.5865	44969.9	6684.84	3	0	27	1973	10000
877	1	0.005	0.0575	47	26.4291	118.293	25.4291	52975	7874.79	3	0	0	2000	10000
878	0	0.0065	0.0575	47	22.4956	146.647	21.4956	44780.6	8252.28	6	0	31	1969	10000
878	1	0.0055	0.0545	47	26.0753	146.647	25.0753	52237.9	9626.53	6	0	0	2000	10000
879	0	0.0085	0.057	47	21.98	146.643	20.98	43706.4	8054.08	10	0	36	1964	10000
879	1	0.006	0.0555	48	25.7968	146.643	24.7968	51657.8	9519.35	10	0	0	2000	10000
880	0	0.008	0.065	48	22.1564	135.788	21.1564	44074	7520.64	8	0	29	1971	10000
880	1	0.009	0.064	47	25.6492	135.788	24.6492	51350.4	8762.26	8	0	0	2000	10000
881	0	0.008	0.062	48	21.7165	124.481	20.7165	43157.6	6751.05	8	0	33	1967	10000
881	1	0.009	0.047	47	26.2392	124.481	25.2392	52579.5	8224.9	8	0	0	2000	10000
882	0	0.0065	0.0525	47	21.5482	143.372	20.5482	42807	7712.41	11	0	31	1969	10000
882	1	0.005	0.049	47	26.2847	143.372	25.2847	52674.3	9490.17	11	0	0	2000	10000
883	0	0.008	0.072	47	20.7777	150.066	19.7777	41201.7	7769.74	8	0	35	1965	10000
883	1	0.009	0.057	47	25.8639	150.066	24.8639	51797.5	9767.88	8	0	0	2000	10000
884	0	0.0095	0.0655	46	20.5991	137.742	19.5991	40829.8	7067.31	7	0	36	1964	10000
884	1	0.0115	0.0585	47	25.5982	137.742	24.5982	51244.1	8869.94	7	0	0	2000	10000
885	0	0.008	0.0685	45	21.2185	126.41	20.2185	42120	6690.85	5	0	27	1973	10000
885	1	0.0095	0.069	47	26.2067	126.41	25.2067	52511.6	8341.58	5	0	0	2000	10000
886	0	0.011	0.06	45	21.2556	137.209	20.2556	42197.3	7275.76	2	1	31	1968	10000
886	1	0.011	0.0725	47	26.1761	137.209	25.1761	52448	9043.22	2	0	0	2000	10000
887	0	0.012	0.0685	47	22.1493	135.305	21.1493	44059.2	7491.37	5	0	45	1955	10000
887	1	0.0115	0.073	47	26.871	135.305	25.871	53895.6	9163.85	5	0	0	2000	10000
888	0	0.0045	0.0655	47	21.6289	161.622	20.6289	42975	8728.21	4	0	50	1950	10000
888	1	0.006	0.069	47	26.1203	161.622	25.1203	52331.8	10628.6	4	0	0	2000	10000
889	0	0.011	0.0685	47	21.3893	146.163	20.3893	42476	7801.71	6	2	56	1942	10000
889	1	0.013	0.0545	47	26.5707	146.163	25.5707	53269.9	9784.27	6	0	0	2000	10000
890	0	0.007	0.0645	47	20.6026	131.921	19.6026	40837.1	6769.82	4	0	55	1945	10000
890	1	0.008	0.0605	47	26.4878	131.921	25.4878	53097.3	8802.28	4	0	0	2000	10000
891	0	0.0055	0.066	46	20.4201	140.032	19.4201	40456.9	7119.19	8	0	63	1937	10000
891	1	0.0085	0.059	47	26.2263	140.032	25.2263	52552.6	9247.66	8	0	0	2000	10000
892	0	0.009	0.0735	46	20.9793	139.734	19.9793	41621.7	7308.56	11	0	80	1920	10000
892	1	0.009	0.054	48	25.903	139.734	24.903	51879.1	9109.72	11	0	0	2000	10000
893	0	0.0055	0.0685	45	20.8227	126.138	19.8227	41295.4	6545.74	9	1	69	1930	10000
893	1	0.004	0.054	48	25.9113	126.138	24.9113	51896.3	8226.08	9	0	0	2000	10000
894	0	0.0085	0.0765	43	20.685	152.442	19.685	41008.8	7855.83	2	2	87	1911	10000
894	1	0.0085	0.055	47	26.2671	152.442	25.2671	52637.6	10083.5	2	0	0	2000	10000
895	0	0.007	0.0655	44	20.8006	132.357	19.8006	41249.4	6860.78	7	2	93	1905	10000
895	1	0.0085	0.056	47	26.4006	132.357	25.4006	52915.7	8801.18	7	0	0	2000	10000
896	0	0.0065	0.0735	44	20.7459	140.901	19.7459	41135.5	7283.49	8	0	77	1923	10000
896	1	0.007	0.056	46	26.6798	140.901	25.6798	53497.4	9472.29	8	0	0	2000	10000
897	0	0.0085	0.0735	44	20.0356	131.573	19.0356	39655.8	6556.7	15	1	98	1901	10000
897	1	0.0065	0.052	46	26.9106	131.573	25.9106	53978.1	8924.74	15	0	0	2000	10000
898	0	0.006	0.07	43	19.8445	154.427	18.8445	39257.7	7618.32	6	0	84	1916	10000
898	1	0.0075	0.0535	46	27.3519	154.427	26.3519	54897.5	10653.4	6	0	0	2000	10000
899	0	0.0065	0.073	45	19.0955	116.346	18.0955	37697.3	5511.52	11	0	82	1918	10000
899	1	0.009	0.0385	46	27.2893	116.346	26.2893	54767.1	8007.19	11	0	0	2000	10000
900	0	0.01	0.073	45	18.288	142.855	17.288	36015.2	6465.33	6	2	96	1902	10000
900	1	0.0115	0.054	46	27.0905	142.855	26.0905	54353	9757.28	6	0	0	2000	10000
901	0	0.009	0.0715	44	19.0835	126.701	18.0835	37672.3	5998.06	9	2	92	1906	10000
901	1	0.01	0.0575	46	26.7809	126.701	25.7809	53708	8551.21	9	0	0	2000	10000
902	0	0.009	0.0655	45	18.7301	125.438	17.7301	36936.1	5822.22	7	2	84	1914	10000
902	1	0.006	0.053	46	26.6109	125.438	25.6109	53353.7	8410.11	7	0	0	2000	10000
903	0	0.009	0.068	45	18.6215	148.912	17.6215	36710	6869.47	3	0	68	1932	10000
903	1	0.01	0.051	46	27.0698	148.912	26.0698	54309.8	10162.9	3	0	0	2000	10000
904	0	0.007	0.0695	46	19.4595	142.97	18.4595	38455.7	6908.99	5	0	74	1926	10000
904	1	0.01	0.058	46	27.0671	142.97	26.0671	54304.1	9756.33	5	0	0	2000	10000
905	0	0.012	0.0755	46	19.1321	124.064	18.1321	37773.5	5889	9	3	63	1934	10000
905	1	0.0095	0.066	46	26.3296	124.064	25.3296	52767.7	8226.63	9	0	0	2000	10000
906	0	0.007	0.0635	45	19.7259	140.074	18.7259	39010.7	6866.73	2	0	56	1944	10000
906	1	0.0085	0.0625	46	26.9922	140.074	25.9922	54148.1	9531.26	2	0	0	2000	10000
907	0	0.008	0.074	46	19.3893	134.489	18.3893	38309.5	6474.46	4	1	70	1929	10000
907	1	0.011	0.054	45	26.6699	134.489	25.6699	53476.6	9037.77	4	0	0	2000	10000
908	0	0.009	0.073	45	19.5253	132.953	18.5253	38592.8	6447.84	4	1	69	1930	10000
908	1	0.0085	0.053	45	26.06	132.953	25.06	52206.1	8722.26	4	0	0	2000	10000
909	0	0.0065	0.078	46	19.1088	133.541	18.1088	37725.1	6330.73	14	2	73	1925	10000
909	1	0.006	0.0565	45	25.7481	133.541	24.7481	51556.3	8651.77	14	0	0	2000	10000
910	0	0.0095	0.0695	45	18.4028	154.013	17.4028	36254.2	7016.58	13	0	80	1920	10000
910	1	0.0115	0.0625	45	26.2049	154.013	25.2049	52508.1	10162.3	13	0	0	2000	10000
911	0	0.006	0.0685	44	18.8526	122.652	17.8526	37191.3	5732.24	9	0	68	1932	10000
911	1	0.0075	0.0535	45	25.7012	122.652	24.7012	51458.6	7931.24	9	0	0	2000	10000
912	0	0.0085	0.0675	44	18.5329	137.616	17.5329	36525.3	6316.43	6	2	69	1929	10000
912	1	0.008	0.055	45	25.8695	137.616	24.8695	51809.2	8959.51	6	0	0	2000	10000
913	0	0.008	0.081	43	18.071	140.876	17.071	35563	6295.72	6	4	52	1944	10000
913	1	0.0105	0.0555	45	26.4465	140.876	25.4465	53011.2	9384.58	6	0	0	2000	10000
914	0	0.0115	0.0835	44	18.7078	177.183	17.7078	36889.6	8213.63	5	0	46	1954	10000
914	1	0.0115	0.045	45	26.3608	177.183	25.3608	52832.7	11763.4	5	0	0	2000	10000
915	0	0.007	0.066	44	18.3414	131.229	17.3414	36126.4	5957.5	8	1	39	1960	10000
915	1	0.009	0.053	45	26.5735	131.229	25.5735	53275.8	8785.55	8	0	0	2000	10000
916	0	0.0075	0.086	43	18.0012	138.892	17.0012	35417.7	6181.72	3	1	43	1956	10000
916	1	0.0065	0.0505	45	26.5432	138.892	25.5432	53212.8	9287.62	3	0	0	2000	10000
917	0	0.0075	0.0835	45	18.0542	138.704	17.0542	35528	6192.54	3	0	45	1955	10000
917	1	0.0105	0.05	45	27.5588	138.704	26.5588	55328.6	9643.78	3	0	0	2000	10000
918	0	0.009	0.0815	45	17.8548	125.892	16.8548	35112.6	5554.83	4	0	38	1962	10000
918	1	0.0105	0.052	45	27.0295	125.892	26.0295	54225.8	8578.56	4	0	0	2000	10000
919	0	0.008	0.087	45	18.0177	131.088	17.0177	35452	5840.02	6	0	40	1960	10000
919	1	0.005	0.0475	45	26.4155	131.088	25.4155	52946.8	8721.94	6	0	0	2000	10000
920	0	0.0095	0.0805	44	18.0949	148.12	17.0949	35612.8	6628.71	1	1	49	1950	10000
920	1	0.0115	0.057	45	25.9617	148.12	24.9617	52001.4	9679.16	1	0	0	2000	10000
921	0	0.0065	0.081	43	17.7166	157.665	16.7166	34824.8	6899.77	5	0	51	1949	10000
921	1	0.0065	0.0515	45	26.4723	157.665	25.4723	53065	10513.6	5	0	0	2000	10000
922	0	0.007	0.084	43	17.8157	134.745	16.8157	35031.2	5931.68	4	0	58	1942	10000
922	1	0.0085	0.059	46	26.5514	134.745	25.5514	53229.9	9013.18	4	0	0	2000	10000
923	0	0.0095	0.076	43	17.991	130.895	16.991	35396.5	5822.28	12	1	38	1961	10000
923	1	0.0085	0.051	46	26.5602	130.895	25.5602	53248.3	8758.68	12	0	0	2000	10000
924	0	0.009	0.0795	43	17.7665	132.691	16.7665	34928.7	5824.17	3	0	48	1952	10000
924	1	0.0055	0.0495	46	26.9184	132.691	25.9184	53994.5	9003.28	3	0	0	2000	10000
925	0	0.0055	0.0715	44	17.2876	137.759	16.2876	33931	5873.91	4	0	32	1968	10000
925	1	0.007	0.05	46	26.4959	137.759	25.4959	53114.3	9194.79	4	0	0	2000	10000
926	0	0.007	0.0775	43	17.2067	131.967	16.2067	33762.5	5598.98	2	0	27	1973	10000
926	1	0.007	0.051	46	25.5665	131.967	24.5665	51178.1	8487.1	2	0	0	2000	10000
927	0	0.0075	0.084	44	17.3054	131.644	16.3054	33968.2	5619.31	2	0	28	1972	10000
927	1	0.008	0.0565	46	25.499	131.644	24.499	51037.4	8443.05	2	0	0	2000	10000
928	0	0.012	0.0865	43	16.6752	132.84	15.6752	32655.4	5451.22	5	0	35	1965	10000
928	1	0.009	0.052	46	25.1627	132.84	24.1627	50336.8	8402.81	5	0	0	2000	10000
929	0	0.0125	0.08	44	16.794	130.956	15.794	32902.8	5414.6	1	0	47	1953	10000
929	1	0.0105	0.063	46	25.3591	130.956	24.3591	50746.1	8350.95	1	0	0	2000	10000
930	0	0.0075	0.073	44	16.623	128.982	15.623	32546.5	5275.26	3	0	46	1954	10000
930	1	0.0085	0.0535	46	26.0171	128.982	25.0171	52116.8	8447.27	3	0	0	2000	10000
931	0	0.007	0.0725	43	17.1678	146.034	16.1678	33681.5	6180.95	2	0	44	1956	10000
931	1	0.0075	0.054	45	26.0777	146.034	25.0777	52242.9	9587.2	2	0	0	2000	10000
932	0	0.0075	0.0725	43	16.8659	134.888	15.8659	33052.6	5602.61	2	0	50	1950	10000
932	1	0.0075	0.051	46	25.8782	134.888	24.8782	51827.3	8785.02	2	0	0	2000	10000
933	0	0.0075	0.0755	43	17.1442	131.823	16.1442	33632.3	5571.29	3	0	43	1957	10000
933	1	0.005	0.054	46	26.2693	131.823	25.2693	52642.1	8720.34	3	0	0	2000	10000
934	0	0.009	0.0785	41	17.1752	145.188	16.1752	33696.8	6147.94	4	1	40	1959	10000
934	1	0.0105	0.0555	45	26.3568	145.188	25.3568	52824.4	9637.74	4	0	0	2000	10000
935	0	0.005	0.0795	41	16.7414	118.227	15.7414	32793.3	4872.05	4	0	24	1976	10000
935	1	0.007	0.0535	44	25.4902	118.227	24.4902	51019.1	7579.83	4	0	0	2000	10000
936	0	0.008	0.07	41	17.2465	153.874	16.2465	33845.4	6544.48	5	0	27	1973	10000
936	1	0.007	0.055	43	25.8962	153.874	24.8962	51864.8	10028.8	5	0	0	2000	10000
937	0	0.007	0.072	42	17.6988	130.521	16.6988	34787.7	5705.8	4	0	30	1970	10000
937	1	0.0075	0.054	43	25.3963	130.521	24.3963	50823.6	8335.96	4	0	0	2000	10000
938	0	0.007	0.0735	43	18.3927	141.858	17.3927	36233.2	6459.05	4	0	30	1970	10000
938	1	0.0075	0.058	43	25.4303	141.858	24.4303	50894.4	9072.6	4	0	0	2000	10000
939	0	0.0135	0.0795	43	18.752	139.602	17.752	36981.7	6487.66	3	0	25	1975	10000
939	1	0.01	0.0535	42	25.34	139.602	24.34	50706.1	8895.32	3	0	0	2000	10000
940	0	0.0065	0.0705	43	18.3444	123.463	17.3444	36132.7	5605.91	1	0	22	1978	10000
940	1	0.0045	0.07	42	25.2344	123.463	24.2344	50486.3	7832.84	1	0	0	2000	10000
941	0	0.008	0.0755	42	18.2757	126.232	17.2757	35989.6	5708.94	3	0	34	1966	10000
941	1	0.008	0.052	42	24.4958	126.232	23.4958	48947.6	7764.44	3	0	0	2000	10000
942	0	0.005	0.0735	42	18.1733	138.63	17.1733	35776.1	6232.46	3	1	39	1960	10000
942	1	0.007	0.0605	42	24.0073	138.63	23.0073	47929.8	8349.72	3	0	0	2000	10000
943	0	0.0075	0.069	42	17.7232	127.072	16.7232	34838.4	5563.11	1	0	34	1966	10000
943	1	0.009	0.0575	42	23.6878	127.072	22.6878	47264.3	7547.32	1	0	0	2000	10000
944	0	0.0115	0.0715	42	18.2777	139.285	17.2777	35993.7	6299.99	4	0	44	1956	10000
944	1	0.01	0.0625	43	23.2186	139.285	22.2186	46286.7	8101.58	4	0	0	2000	10000
945	0	0.006	0.0655	42	19.3185	123.99	18.3185	38162	5946.03	3	1	52	1947	10000
945	1	0.007	0.06	43	22.5701	123.99	21.5701	44935.7	7001.44	3	0	0	2000	10000
946	0	0.007	0.0795	43	18.9906	133.429	17.9906	37478.9	6284.15	1	0	62	1938	10000
946	1	0.0075	0.0565	43	22.8358	133.429	21.8358	45489.3	7627.27	1	0	0	2000	10000
947	0	0.009	0.077	42	18.2134	118.707	17.2134	35859.6	5349.25	6	0	50	1950	10000
947	1	0.0055	0.0615	42	22.317	118.707	21.317	44408.5	6624.51	6	0	0	2000	10000
948	0	0.008	0.0705	43	18.0986	151.637	17.0986	35620.5	6787.6	1	0	49	1951	10000
948	1	0.0095	0.0685	42	22.286	151.637	21.286	44343.9	8449.87	1	0	0	2000	10000
949	0	0.01	0.072	44	18.2337	142.088	17.2337	35902	6410.41	6	0	49	1951	10000
949	1	0.01	0.0625	43	22.8919	142.088	21.8919	45606.1	8143.11	6	0	0	2000	10000
950	0	0.01	0.074	44	18.3554	151.838	17.3554	36155.5	6898.66	6	0	50	1950	10000
950	1	0.0095	0.0645	42	22.9755	151.838	21.9755	45780.3	8735.14	6	0	0	2000	10000
951	0	0.009	0.078	41	18.1971	130.932	17.1971	35825.7	5894.54	7	1	39	1960	10000
951	1	0.006	0.062	42	23.1844	130.932	22.1844	46215.5	7604	7	0	0	2000	10000
952	0	0.01	0.069	41	18.0105	130.593	17.0105	35437	5815.5	0	1	42	1957	10000
952	1	0.013	0.0575	43	23.3276	130.593	22.3276	46513.8	7633.3	0	0	0	2000	10000
953	0	0.011	0.078	41	18.124	146.733	17.124	35673.5	6577.85	2	0	41	1959	10000
953	1	0.009	0.0615	43	22.8007	146.733	21.8007	45416.1	8374.28	2	0	0	2000	10000
954	0	0.007	0.071	42	17.6869	130.655	16.6869	34762.8	5707.57	3	0	35	1965	10000
954	1	0.0075	0.0675	43	23.6899	130.655	22.6899	47268.7	7760.86	3	0	0	2000	10000
955	0	0.0065	0.0825	40	17.546	137.657	16.546	34469.4	5962.69	0	1	41	1958	10000
955	1	0.0055	0.0585	43	23.6333	137.657	22.6333	47150.8	8156.37	0	0	0	2000	10000
956	0	0.008	0.0845	42	17.4061	140.221	16.4061	34177.9	6022.37	5	0	36	1964	10000
956	1	0.0105	0.0595	43	23.9242	140.221	22.9242	47756.8	8415.05	5	0	0	2000	10000
957	0	0.0095	0.0775	40	17.5444	140.804	16.5444	34466	6098.42	3	0	39	1961	10000
957	1	0.0085	0.0585	43	23.6813	140.804	22.6813	47250.7	8360.55	3	0	0	2000	10000
958	0	0.007	0.079	40	17.7487	142.727	16.7487	34891.7	6258.04	3	0	35	1965	10000
958	1	0.006	0.058	41	23.2937	142.727	22.2937	46443.2	8329.86	3	0	0	2000	10000
959	0	0.0105	0.068	40	18.0302	135.655	17.0302	35478	6047.91	3	0	36	1964	10000
959	1	0.0105	0.064	41	22.9767	135.655	21.9767	45782.8	7804.57	3	0	0	2000	10000
960	0	0.0095	0.072	38	17.7883	137.054	16.7883	34974.1	6023.51	6	0	33	1967	10000
960	1	0.0085	0.062	41	22.755	137.054	21.755	45321	7805.53	6	0	0	2000	10000
961	0	0.0075	0.0865	37	17.141	139.24	16.141	33625.6	5883.59	2	0	35	1965	10000
961	1	0.009	0.0655	41	22.2518	139.24	21.2518	44272.6	7746.55	2	0	0	2000	10000
962	0	0.0085	0.0705	37	17.3346	139.335	16.3346	34028.9	5958.27	2	0	36	1964	10000
962	1	0.006	0.068	41	22.2357	139.335	21.2357	44239.1	7746.01	2	0	0	2000	10000
963	0	0.006	0.074	37	17.3469	126.542	16.3469	34054.6	5415.28	3	1	46	1953	10000
963	1	0.008	0.0685	41	22.6451	126.542	21.6451	45092.1	7170.42	3	0	0	2000	10000
964	0	0.01	0.066	39	17.0346	120.532	16.0346	33404	5059.54	5	0	46	1954	10000
964	1	0.014	0.0675	41	22.6054	120.532	21.6054	45009.3	6817.35	5	0	0	2000	10000
965	0	0.007	0.0795	39	16.4411	137.929	15.4411	32167.6	5575.5	4	0	42	1958	10000
965	1	0.0065	0.0605	42	22.4916	137.929	21.4916	44772.2	7760.2	4	0	0	2000	10000
966	0	0.0135	0.0835	41	17.2184	125.319	16.2184	33786.8	5320.78	3	0	39	1961	10000
966	1	0.0115	0.0645	41	22.4316	125.319	21.4316	44647.4	7031.1	3	0	0	2000	10000
967	0	0.0105	0.07	41	16.7954	145.659	15.7954	32905.7	6023.07	6	2	38	1960	10000
967	1	0.0095	0.0645	41	21.8475	145.659	20.8475	43430.5	7949.54	6	0	0	2000	10000
968	0	0.01	0.0775	41	17.2799	134.249	16.2799	33915	5721.51	6	0	54	1946	10000
968	1	0.011	0.064	41	21.8823	134.249	20.8823	43503	7339.02	6	0	0	2000	10000
969	0	0.011	0.0795	40	17.3306	117.864	16.3306	34020.7	5038.86	4	1	65	1934	10000
969	1	0.0085	0.071	40	21.2019	117.864	20.2019	42085.6	6233.37	4	0	0	2000	10000
970	0	0.0075	0.074	40	17.0733	151.747	16.0733	33484.7	6385.21	4	0	72	1928	10000
970	1	0.006	0.065	40	20.7276	151.747	19.7276	41097.4	7836.88	4	0	0	2000	10000
971	0	0.011	0.079	39	16.5681	147.129	15.5681	32432.1	5996.3	8	1	53	1946	10000
971	1	0.0105	0.0785	40	20.7035	147.129	19.7035	41047.2	7589.12	8	0	0	2000	10000
972	0	0.009	0.0765	39	16.696	134.958	15.696	32698.6	5545.46	4	1	47	1952	10000
972	1	0.008	0.0625	40	21.582	134.958	20.582	42877.4	7271.72	4	0	0	2000	10000
973	0	0.0075	0.0765	38	16.208	140.02	15.208	31682	5574.6	6	0	55	1945	10000
973	1	0.0065	0.061	42	21.4983	140.02	20.4983	42702.9	7513.78	6	0	0	2000	10000
974	0	0.008	0.0725	39	16.3505	136.202	15.3505	31978.8	5473.39	8	0	55	1945	10000
974	1	0.006	0.064	41	21.9165	136.202	20.9165	43574.3	7458.04	8	0	0	2000	10000
975	0	0.007	0.072	40	16.3981	153.145	15.3981	32078	6173.36	6	0	73	1927	10000
975	1	0.0075	0.064	42	21.7615	153.145	20.7615	43251.4	8323.65	6	0	0	2000	10000
976	0	0.0115	0.079	38	16.2758	131.728	15.2758	31823.2	5267.85	10	0	73	1927	10000
976	1	0.01	0.0655	41	21.4818	131.728	20.4818	42668.5	7063.13	10	0	0	2000	10000
977	0	0.009	0.077	39	16.1991	138.312	15.1991	31663.4	5503.36	10	0	74	1926	10000
977	1	0.0065	0.0615	41	21.5996	138.312	20.5996	42913.9	7458.8	10	0	0	2000	10000
978	0	0.0085	0.072	39	16.1973	149.833	15.1973	31659.8	5961.07	4	0	82	1918	10000
978	1	0.0105	0.063	41	21.4451	149.833	20.4451	42592.1	8019.46	4	0	0	2000	10000
979	0	0.0075	0.0615	40	16.6985	144.502	15.6985	32703.7	5938.56	8	2	88	1910	10000
979	1	0.008	0.07	41	20.7711	144.502	19.7711	41188.1	7479.21	8	0	0	2000	10000
980	0	0.0085	0.074	40	16.5093	142.793	15.5093	32309.7	5797.61	9	1	83	1916	10000
980	1	0.0095	0.071	41	20.941	142.793	19.941	41542.1	7454.25	9	0	0	2000	10000
981	0	0.0095	0.0805	40	16.3918	156.507	15.3918	32065	6306.3	6	1	97	1902	10000
981	1	0.0095	0.073	42	21.0204	156.507	20.0204	41707.4	8202.7	6	0	0	2000	10000
